pred_xmin,pred_ymin,pred_xMax,pred_yMax,pred_length,pred_width,pred_height,pred_theta,pred_sin_theta,pred_cos_theta,filename,class,gt_xmin,gt_ymin,gt_xMax,gt_yMax,gt_length,gt_width,gt_height,gt_theta,gt_sin_theta,gt_cos_theta
285,710,360,851,0.379,0.466,1.664,1.453,0.327,-1.367,2017_0713_141736_077_001135,cyclist,278,725,348,852,1.72587,0.425236,1.42258,-1.54691,-0.9997147352598175,0.023884055442763036
1013,727,1076,814,3.576,1.503,1.777,-1.084,-1.186,-0.806,2017_0713_141736_077_001135,cyclist,1009,723,1066,814,1.24942,0.424378,1.62235,1.4782,0.9957160223752045,0.09246406212848945
935,715,1020,869,3.514,1.34,1.54,-1.274,-0.838,-1.241,2017_0713_141736_077_001135,cyclist,927,711,1006,876,1.83209,0.4889,1.60556,1.36711,0.9793275603650912,0.20228081844148915
137,724,181,787,1.546,0.535,1.538,-1.541,-0.062,-1.054,2017_0713_141736_077_001135,cyclist,144,724,177,781,1.41717,0.470863,1.6192,-1.52104,-0.9987624093279976,0.04973579911224117
1590,633,1712,716,0.424,0.503,1.66,1.446,0.27,-1.065,2017_0713_141736_077_001135,tricyclist,1585,638,1717,731,3.8093,1.56806,1.79706,-1.11955,-0.8999042939471292,0.4360874473491743
1343,699,1393,787,0.515,0.502,1.621,1.355,0.587,-1.272,2017_0713_141736_077_001135,pedestrian,1349,687,1401,774,0.712768,0.573617,1.74712,-1.52271,-0.99884407534999,0.04806779730987745
1165,718,1207,786,1.612,0.512,1.576,-1.497,-0.28,-1.886,2017_0713_141736_077_001135,pedestrian,1161,720,1200,783,0.196622,0.530977,1.49263,-1.36653,-0.979210072774082,0.2028487943710218
1811,536,1840,588,0.772,0.495,1.65,1.492,0.133,-0.83,2017_0715_174605_079_002128,cyclist,1817,531,1841,584,0.862291,0.520518,1.62138,1.45633,0.9934558800813437,0.11421652390001615
1131,531,1197,642,0.555,0.536,1.779,-0.191,-0.422,1.052,2017_0715_174605_079_002128,pedestrian,1123,510,1200,642,0.65337,0.513335,1.68493,0.282232,0.27850003414404334,0.9604362191117986
924,633,1201,801,4.47,1.663,1.891,1.035,0.736,-0.401,2017_0710_135547_057_000484,car,935,644,1168,797,4.07778,1.45668,1.47085,1.2815,0.9584448551747549,0.28527786382585507
835,649,977,745,0.356,0.339,1.514,1.505,0.125,-0.949,2017_0710_135547_057_000484,car,828,654,953,745,4.106,1.53967,1.4801,1.41542,0.9879533634456362,0.15475190356326649
666,657,705,695,0.579,0.435,1.666,1.495,0.236,-1.552,2017_0710_135547_057_000484,car,665,660,703,693,3.76149,1.43161,1.38294,1.47826,0.9957215684266401,0.09240431900074753
760,648,833,708,2.839,1.288,1.269,1.259,0.578,-0.803,2017_0710_135547_057_000484,car,755,654,816,701,3.93623,1.78896,1.50394,1.48985,0.9967256345626209,0.08085795820907649
1044,553,1522,871,4.223,1.528,1.579,1.196,0.97,-1.041,2017_0710_135547_057_000484,van,1017,558,1479,855,3.26921,1.67722,2.14827,-0.465712,-0.44905908868395694,0.8935020620403369
184,468,535,854,4.341,1.657,1.554,1.502,0.278,-1.996,2017_0710_135547_057_000484,truck,184,483,512,843,6.25728,2.00032,2.20404,-1.42103,-0.9888059706280884,0.14920707908890943
1623,564,1705,753,4.108,1.697,1.554,1.561,0.049,-2.566,2017_0710_135547_057_000484,pedestrian,1615,575,1690,747,0.394598,0.518624,1.83711,-1.40223,-0.9858263061325184,0.16776916920910728
1686,557,1751,699,4.162,1.662,1.605,1.544,0.112,-2.095,2017_0710_135547_057_000484,pedestrian,1707,558,1766,685,0.396008,0.555233,1.78312,-1.4578,-0.9936227049317957,0.11275602087703132
1528,588,1609,749,4.39,1.654,1.512,1.453,0.382,-1.586,2017_0710_135547_057_000484,pedestrian,1535,594,1593,729,0.271735,0.473179,1.63125,-0.0439684,-0.04395423460281453,0.9990335456131995
426,644,557,755,4.093,1.523,1.426,1.375,0.476,-1.15,2017_0710_135547_057_000364,car,416,644,553,754,3.91201,1.37574,1.35405,-1.42384,-0.989221338115716,0.14642794889143332
505,623,759,858,1.591,0.471,1.599,1.005,1.707,-0.802,2017_0710_135547_057_000364,car,486,634,771,861,4.17014,1.62221,1.44556,-1.52498,-0.9989506156854617,0.04580029936186962
801,632,1010,768,0.601,0.513,1.581,1.451,0.253,-1.039,2017_0710_135547_057_000364,car,807,643,975,768,4.08674,1.71583,1.59384,1.43574,0.9908937485917886,0.13464612508985646
1088,598,1229,869,4.233,1.586,1.456,-1.565,-0.018,-1.709,2017_0710_135547_057_000364,cyclist,1097,602,1225,893,1.85948,0.454487,1.50561,1.44582,0.9922006184018394,0.12465124485141521
732,644,773,722,4.136,1.55,1.468,1.554,0.069,-2.098,2017_0710_135547_057_000364,cyclist,742,647,771,719,1.12992,0.607971,1.61275,-1.56013,-0.9999431152756724,0.01066612454377649
593,738,691,810,3.99,1.611,1.557,-1.551,-0.085,-2.114,2017_0713_141736_077_001126,car,611,745,692,806,4.2347,1.74159,1.44478,-1.51708,-0.9985576249922058,0.05369049794819693
1341,669,1492,749,1.705,0.541,1.547,1.324,0.913,-1.701,2017_0713_141736_077_001126,car,1356,691,1515,754,4.01529,1.64476,1.60182,-0.120186,-0.11989686762334166,0.9927863522098351
859,731,947,806,6.509,2.113,2.634,-1.108,-1.207,-0.91,2017_0713_141736_077_001126,car,859,738,935,801,4.24933,1.71246,1.66824,1.47787,0.995685455018519,0.09279264337524123
0,642,277,1040,3.594,1.292,1.514,-1.492,-0.218,-1.376,2017_0713_141736_077_001126,car,1,619,238,1050,1.92557,1.18863,1.57597,-1.16809,-0.9200037289775774,0.3919096052246644
508,746,555,782,2.921,1.179,1.421,-1.527,-0.119,-1.366,2017_0713_141736_077_001126,car,509,748,560,777,3.61387,1.33082,1.4989,-1.03427,-0.859489443464977,0.5111534960970766
568,742,622,788,3.539,1.236,1.473,-1.566,-0.017,-1.643,2017_0713_141736_077_001126,car,570,747,616,786,3.19935,1.03245,1.46846,-1.33154,-0.9715144793106506,0.2369802027380249
1020,714,1106,881,5.426,1.945,2.459,-1.209,-1.173,-1.326,2017_0713_141736_077_001126,cyclist,1021,730,1099,889,1.64601,0.545543,1.49414,1.29552,0.9623501251907314,0.2718128704557303
344,680,478,775,3.821,1.546,1.509,-0.763,-2.13,0.097,2017_0713_141736_077_001126,tricyclist,315,702,466,788,9.58459,2.48079,2.9144,-1.16951,-0.9205593128823677,0.3906028052453579
741,738,775,769,3.053,1.507,1.504,-1.475,-0.197,-1.011,2017_0713_141736_077_001126,tricyclist,747,738,783,775,3.8422,1.08182,1.53747,-1.48227,-0.9960841031123083,0.08841074327788569
75,639,142,685,3.949,1.558,1.426,-1.395,-0.357,-0.971,2017_0710_135547_057_000081,car,71,641,136,680,3.70334,1.40045,1.34898,1.31123,0.966501376202264,0.2566614302912105
450,719,624,838,4.85,1.741,1.881,1.529,0.179,-2.125,2017_0713_141736_077_001146,car,449,721,603,835,4.16535,1.46971,1.42868,-1.36528,-0.9789557468393799,0.20407264816763615
1303,459,1685,897,2.091,1.212,1.202,0.742,1.338,0.115,2017_0713_141736_077_001146,truck,1195,457,1721,914,8.09944,2.43554,3.15034,-1.56684,-0.9999921737493543,0.003956316473822846
737,736,768,801,4.866,1.812,1.994,1.546,0.146,-2.929,2017_0713_141736_077_001146,cyclist,737,732,763,808,1.31455,0.558541,1.71692,-1.51883,-0.9986500542746841,0.05194294078284731
815,728,898,851,2.562,1.035,1.546,1.509,0.293,-2.344,2017_0713_141736_077_001146,cyclist,806,718,884,866,1.64607,0.730678,1.64627,1.45592,0.9934089678078911,0.11462383119953894
773,508,940,646,4.161,1.7,1.536,-1.566,-0.017,-1.904,2017_0715_174605_079_002269,car,774,501,982,686,4.38221,1.72411,1.69549,-1.55785,-0.9999161974817631,0.012945965147947061
1079,510,1323,647,4.069,1.55,1.509,-1.516,-0.238,-2.148,2017_0715_174605_079_002269,car,1055,514,1308,653,4.2093,1.51917,1.35505,1.25707,0.9511902125337778,0.30860521638486055
1721,498,1947,682,4.007,1.52,1.467,-1.488,-0.287,-1.725,2017_0715_174605_079_002269,car,1673,504,1920,650,3.54717,1.68875,1.58822,-0.346808,-0.339897587979807,0.9404624552237635
975,497,1112,607,4.378,1.593,1.552,-1.547,-0.12,-2.507,2017_0715_174605_079_002269,car,955,499,1112,613,4.10097,1.66179,1.61814,1.44567,0.9921819095529248,0.12480007354129097
558,652,601,692,6.43,2.034,2.323,-1.542,-0.127,-2.237,2017_0710_135547_057_000496,car,558,648,606,691,4.07128,1.29041,1.52706,-1.52625,-0.9990079764463995,0.044531595485341406
595,649,630,681,1.491,0.445,1.538,1.37,0.7,-1.65,2017_0710_135547_057_000496,car,596,649,635,683,3.96755,1.39237,1.74814,1.48624,0.9964272432604736,0.0844556030606202
720,495,1060,900,0.619,0.496,1.673,-0.76,-0.278,0.014,2017_0710_135547_057_000496,van,695,532,1074,879,4.35428,1.64933,1.56596,1.46928,0.9948516413714217,0.10134205277469042
372,584,529,736,1.303,0.444,1.541,1.195,1.131,-1.21,2017_0710_135547_057_000496,truck,363,580,541,747,6.71813,2.09639,2.29743,-1.45254,-0.9930158654508224,0.11798089236378106
1265,588,1459,904,8.044,2.331,2.759,1.556,0.075,-2.536,2017_0710_135547_057_000496,cyclist,1254,562,1496,929,1.98396,0.771473,1.86937,1.35958,0.9777766359505689,0.20964935055751746
165,728,329,833,4.239,1.596,1.517,-1.359,-0.645,-1.435,2017_0713_141736_077_000942,car,166,727,314,810,4.14574,1.6596,1.69786,-1.16045,-0.9169827187276216,0.39892692758812315
506,731,646,846,4.11,1.635,1.554,-1.519,-0.235,-2.283,2017_0713_141736_077_000942,car,521,745,644,840,4.30769,1.65542,1.4981,-1.45198,-0.9929496404496684,0.11853696271996507
1393,656,1899,954,1.745,0.72,1.572,1.556,0.08,-2.623,2017_0713_141736_077_000942,car,1359,673,1920,991,3.79022,1.72259,1.37314,-0.484969,-0.46618093430124163,0.8846894011425827
447,747,498,784,4.121,1.698,1.415,0.839,1.095,-0.118,2017_0713_141736_077_000942,car,455,748,499,779,2.66376,0.56323,1.64412,-1.46687,-0.9946045181631468,0.10373934860724086
2,582,150,838,4.232,1.636,1.606,-1.263,-0.902,-1.277,2017_0713_141736_077_000942,truck,7,582,176,832,7.15317,2.40525,3.35492,-1.34834,-0.9753584625417178,0.22062608537581507
951,689,1154,844,4.05,1.619,1.517,-1.371,-0.652,-1.539,2017_0713_141736_077_000942,truck,948,669,1162,841,5.48752,1.94362,2.51715,1.27311,0.9560176687023547,0.2933090812247631
828,729,879,846,6.131,2.18,2.802,-1.313,-1.087,-1.92,2017_0713_141736_077_000942,cyclist,837,737,881,843,1.59317,0.61052,1.55215,1.52132,0.9987762962000809,0.0494561436916401
514,743,609,804,10.487,2.528,3.082,1.547,0.138,-2.888,2017_0713_141736_077_001162,car,515,740,585,798,4.07941,1.68452,1.53016,-1.44295,-0.9918387834944076,0.1274983433474089
123,708,223,770,1.556,0.643,1.632,-0.593,-0.315,0.127,2017_0713_141736_077_001162,car,135,712,239,772,4.02777,1.5224,1.53193,-1.26669,-0.9541149356005992,0.2994406279446135
576,747,623,787,4.166,1.765,1.558,-1.55,-0.077,-1.822,2017_0713_141736_077_001162,car,568,746,619,787,4.17024,1.55702,1.18842,-1.48661,-0.996458423627449,0.08408691920803989
359,667,490,793,3.888,1.503,1.609,-1.039,-1.165,-0.649,2017_0713_141736_077_001162,truck,383,698,491,787,7.89085,2.01487,2.52112,-1.39535,-0.9846487316979885,0.17454763007713014
1111,704,1208,882,3.885,1.526,1.567,-1.269,-0.836,-1.214,2017_0713_141736_077_001162,cyclist,1117,710,1199,879,1.38339,0.356494,1.52707,1.32473,0.9698781291646121,0.2435906701172109
965,747,1002,810,9.844,2.508,3.065,-1.557,-0.082,-2.94,2017_0713_141736_077_001162,cyclist,965,734,1006,808,1.52877,0.557116,1.64335,1.27166,0.9555913656702123,0.29469499801750737
35,702,71,759,1.541,0.62,1.507,-0.001,-0.002,1.89,2017_0713_141736_077_001162,cyclist,39,704,69,751,1.30742,0.541534,1.57993,-1.53478,-0.9993514822101137,0.03600854071534747
745,744,789,826,1.376,0.574,1.535,0.02,0.028,0.691,2017_0713_141736_077_001162,cyclist,741,734,787,841,1.31927,0.529444,1.5292,-1.5429,-0.9996109227084841,0.027892708758619836
1319,721,1407,811,4.128,1.643,1.459,-1.541,-0.11,-1.84,2017_0713_141736_077_001162,cyclist,1319,721,1433,814,1.6543,0.80392,1.70358,-0.183516,-0.18248765411886134,0.9832081448473639
685,714,773,784,4.316,1.741,1.576,1.522,0.176,-1.794,2017_0713_141736_077_000840,car,674,723,755,780,4.10681,1.61751,1.32709,-1.52268,-0.9988426328665911,0.04809776261050292
1047,701,1220,802,4.196,1.459,1.533,1.521,0.171,-1.706,2017_0713_141736_077_000840,car,1046,708,1199,799,4.15314,1.5859,1.50559,1.56439,0.9999794795586803,0.006406282974619035
761,723,803,762,1.692,1.226,1.05,1.183,0.58,-0.592,2017_0713_141736_077_000840,car,751,722,792,760,4.23117,1.5787,1.36137,-1.53617,-0.9994005686422466,0.034619407816343095
741,721,788,764,3.776,1.333,1.438,1.564,0.022,-1.628,2017_0713_141736_077_000840,car,734,722,779,766,4.13914,1.46456,1.28486,1.56416,0.999977979664152,0.006636278083443508
961,722,1013,764,4.217,1.629,1.613,-1.2,-0.389,-0.425,2017_0713_141736_077_000840,car,947,721,999,760,4.49109,1.66896,1.24404,1.44927,0.9926247595153985,0.12122741767849878
1038,702,1128,874,1.187,0.412,1.629,1.242,0.941,-1.22,2017_0713_141736_077_000840,cyclist,1035,707,1117,873,1.67364,0.451857,1.49308,1.27278,0.9559208246521458,0.29362455107902946
509,644,573,697,4.7,1.685,1.854,1.211,0.865,-0.988,2017_0710_135547_057_000489,car,510,656,571,711,4.16164,1.90265,1.72192,-1.56733,-0.999993992295291,0.003466319853338013
7,633,92,711,4.223,1.782,1.434,0.988,1.615,-0.694,2017_0710_135547_057_000489,car,0,629,111,701,4.03369,1.57785,1.55609,-1.18531,-0.926615678608831,0.3760098192285618
1179,595,1802,1041,4.03,1.547,1.501,-0.93,-1.604,-0.476,2017_0710_135547_057_000489,car,1211,603,1752,1024,4.1987,1.64758,1.42598,0.997375,0.840049793754976,0.5425093031573028
471,655,513,691,3.184,1.125,1.434,-1.539,-0.108,-1.668,2017_0710_135547_057_000489,car,474,662,517,694,3.53254,1.38862,1.54606,-1.46874,-0.9947967716162172,0.10187925785925116
630,666,662,695,4.236,1.69,1.576,-1.546,-0.105,-2.108,2017_0710_135547_057_000489,car,634,665,665,694,2.1994,0.506119,0.803141,-0.12069,-0.12039721669581095,0.992725798099305
830,616,1035,775,4.008,1.478,1.509,-0.97,-0.672,-0.261,2017_0710_135547_057_000489,van,823,616,1047,764,5.02166,1.70883,2.05101,1.33025,0.9712079665853953,0.23823325888939542
70,415,459,909,7.319,2.285,2.726,-1.545,-0.137,-2.654,2017_0710_135547_057_000489,truck,79,456,446,867,5.93216,1.93119,2.2198,-1.33705,-0.9728054860195151,0.23162358768125257
712,635,801,713,4.156,1.718,1.533,-1.556,-0.074,-2.502,2017_0710_135547_057_000489,tricyclist,716,651,787,718,4.7599,1.87635,1.96286,1.43756,0.9911371632863915,0.1328424764621802
748,712,793,750,3.993,1.457,1.505,-1.132,-0.963,-0.801,2017_0713_141736_077_000820,car,746,711,793,747,4.28586,1.38728,1.50748,-1.49439,-0.9970824563944206,0.07633200606867485
277,697,363,742,1.288,0.559,1.613,1.523,0.197,-2.04,2017_0713_141736_077_000820,car,281,707,354,750,4.18986,1.55543,1.46505,-1.29873,-0.9632176849347689,0.26872233146670993
773,707,801,732,3.358,1.674,1.47,1.269,0.709,-1.029,2017_0713_141736_077_000820,car,780,709,806,730,1.28509,0.794609,1.4533,-0.982359,-0.8318090746526212,0.555061855404918
567,678,668,889,0.462,0.455,1.496,1.118,0.455,-0.357,2017_0713_141736_077_000820,cyclist,574,677,685,864,1.97698,0.442212,1.61848,-1.36694,-0.9792931584748386,0.2024473012029915
882,707,908,760,3.946,1.399,1.446,-0.999,-1.075,-0.489,2017_0713_141736_077_000820,cyclist,881,708,900,751,1.59929,0.62883,1.71473,1.49085,0.9968059941445778,0.07986119231165895
1406,508,1928,894,0.972,0.56,1.575,-1.55,-0.056,-1.373,2017_0715_174605_079_002118,car,1422,481,1920,849,3.49035,1.75043,1.39096,0.852302,0.7527976944071052,0.6582519512279069
11,623,111,711,3.071,1.815,1.256,0.876,0.675,-0.124,2017_0710_135547_057_000280,car,0,627,102,710,4.2262,1.69462,1.6947,-1.26886,-0.9547624748382475,0.2973694951415575
416,649,455,681,2.227,1.825,1.206,0.902,1.131,-0.268,2017_0710_135547_057_000280,car,417,655,454,678,2.36612,1.44557,0.597201,1.47843,0.9957372627726179,0.09223504499968792
322,656,369,686,1.571,1.735,1.096,0.529,0.949,0.533,2017_0710_135547_057_000280,car,309,649,365,685,4.55161,1.49998,1.21625,-1.27712,-0.9571861485463575,0.2894731024309345
261,650,308,684,3.789,1.291,1.337,1.517,0.25,-2.299,2017_0710_135547_057_000280,car,250,647,316,687,4.20864,1.56025,1.5339,-1.32679,-0.9703778677034628,0.24159220573371315
1123,628,1180,731,3.463,1.764,1.31,1.366,0.471,-1.084,2017_0710_135547_057_000280,pedestrian,1137,641,1181,722,0.247343,0.466193,1.58536,1.3362,0.972608254567733,0.23245038857078246
1410,504,1604,586,4.252,1.704,1.588,-0.593,-1.627,0.658,2017_0715_174605_079_002258,car,1394,480,1618,584,4.03,1.69242,1.73901,-0.689073,-0.6358219637710506,0.771835753503506
1055,518,1137,574,3.771,1.255,1.45,-1.3,-0.331,-0.55,2017_0715_174605_079_002258,car,1053,503,1128,563,4.31078,1.7399,1.71424,1.48493,0.9963157514678344,0.08576084990882835
1018,509,1068,550,3.888,1.291,1.519,-1.558,-0.027,-1.063,2017_0715_174605_079_002258,car,1015,508,1061,547,3.90018,1.3165,1.76959,1.29739,0.9628567323416577,0.2700128015193824
921,506,967,546,4.148,1.529,1.6,-1.491,-0.274,-1.698,2017_0715_174605_079_002258,car,923,514,970,550,4.51976,1.43083,1.42336,1.4801,0.9958899067206671,0.09057203592666378
874,506,924,549,4.1,1.451,1.624,-1.556,-0.052,-1.696,2017_0715_174605_079_002258,car,869,506,929,560,4.08074,1.70435,1.65674,1.55048,0.9997936305312317,0.0203149292191454
590,626,807,812,4.232,1.699,1.427,1.565,0.024,-2.163,2017_0710_135547_057_000148,car,598,629,774,772,4.28459,1.69849,1.48596,-1.5497,-0.9997774807508406,0.021094761992082933
0,539,259,1072,5.331,1.844,2.212,1.538,0.174,-2.667,2017_0710_135547_057_000148,car,4,638,222,989,1.84365,0.957898,1.34175,-1.33197,-0.9716162909781755,0.23656242961597546
1038,586,1100,717,4.31,1.572,1.57,1.568,0.011,-1.772,2017_0710_135547_057_000148,pedestrian,1018,582,1085,708,0.508349,0.56687,1.68739,1.4107,0.9872119321832712,0.15941330231499592
768,657,864,724,5.272,1.76,1.72,-1.045,-1.028,-0.587,2017_0710_135547_057_000473,car,771,655,878,728,3.96309,1.60721,1.53415,1.35411,0.9766152317798021,0.21499462564372018
818,649,998,775,4.279,1.544,1.52,-1.418,-0.438,-1.389,2017_0710_135547_057_000473,car,820,660,994,763,4.21717,1.62267,1.39941,1.3768,0.9812416536621122,0.19278178627257153
8,620,189,809,4.069,1.582,1.524,-1.522,-0.213,-2.183,2017_0710_135547_057_000473,car,0,630,198,790,4.16797,1.65523,1.5376,-1.12223,-0.9010697751726303,0.4336741406521092
618,656,659,696,3.553,1.46,1.539,-1.56,-0.041,-2.006,2017_0710_135547_057_000473,car,608,650,666,705,4.10433,1.86348,1.64499,-1.56833,-0.9999969586176121,0.0024663242945484848
438,646,501,697,4.212,1.644,1.477,1.536,0.1,-1.441,2017_0710_135547_057_000473,car,442,654,507,702,3.93737,1.55674,1.54214,-1.4373,-0.9911025907424645,0.13310016763165555
140,620,461,843,3.797,1.482,1.515,-1.499,-0.283,-1.96,2017_0710_135547_057_000473,car,131,600,475,850,4.3138,1.58599,1.68997,-1.27216,-0.9557385937141633,0.2942171655177065
740,650,811,707,3.284,1.304,1.43,1.281,0.455,-0.697,2017_0710_135547_057_000473,car,760,649,834,712,3.61593,1.63856,1.67727,1.45653,0.9934787035168539,0.11401783044099381
884,713,912,777,1.607,0.69,1.61,-1.538,-0.21,-3.201,2017_0713_141736_077_000822,cyclist,887,714,912,771,1.36384,0.632905,1.63792,1.48019,0.9958980541705355,0.09048240546836325
762,714,802,785,8.076,2.336,2.675,1.446,0.463,-1.809,2017_0713_141736_077_000822,cyclist,758,701,805,806,1.65032,0.675211,1.65833,-1.49864,-0.997397861556221,0.07209372901353801
55,566,159,629,4.079,1.649,1.609,-1.206,-0.622,-0.695,2017_0715_174605_079_001986,car,40,572,159,630,4.1004,1.52543,1.42726,-1.17323,-0.9220059824399334,0.38717562984383885
948,507,1060,568,3.622,1.469,1.607,-1.278,-0.397,-0.599,2017_0715_174605_079_001986,car,950,505,1079,566,4.11344,1.54825,1.57256,-0.993566,-0.8379772869001423,0.5457051095962696
742,529,765,579,3.635,1.348,1.388,-1.325,-0.446,-0.833,2017_0715_174605_079_001986,cyclist,743,537,761,580,1.11208,0.677579,1.49031,1.34177,0.9738879090392636,0.22702938273961623
54,717,143,764,3.912,1.385,1.438,1.57,0.001,-0.859,2017_0713_141736_077_001153,car,73,722,149,767,3.87798,1.29077,1.47989,1.42282,0.9890714670408497,0.1474368783095374
641,746,699,796,4.098,1.434,1.582,0.184,0.131,0.34,2017_0713_141736_077_001153,car,646,747,697,788,4.13322,1.3888,1.38237,-1.44812,-0.992484691642747,0.12236885573871069
162,728,250,766,3.694,1.452,1.438,1.57,0.003,-1.541,2017_0713_141736_077_001153,car,163,730,233,772,3.53885,1.361,1.54025,-1.39325,-0.9842800107945853,0.17661500601650806
561,742,672,823,4.093,1.666,1.611,1.511,0.154,-1.288,2017_0713_141736_077_001153,car,563,737,665,816,4.20476,1.68691,1.60579,-1.44512,-0.9921131194484277,0.12534575468802212
886,739,943,849,4.046,1.453,1.502,-1.528,-0.062,-0.731,2017_0713_141736_077_001153,cyclist,877,735,944,846,1.7171,0.681045,1.64938,1.48372,0.9962112515119095,0.08696632889270972
974,749,1006,811,4.099,1.678,1.497,-1.538,-0.131,-1.967,2017_0713_141736_077_001153,cyclist,971,731,1008,817,1.62709,0.602642,1.79011,1.3894,0.9835927499650047,0.18040316576013804
589,618,812,809,4.208,1.652,1.41,1.568,0.013,-2.252,2017_0710_135547_057_000145,car,590,642,780,802,4.21993,1.68235,1.49769,-1.5196,-0.9986897542853407,0.05117396491855772
0,512,405,1036,3.93,1.755,1.748,-1.215,-0.959,-1.112,2017_0710_135547_057_000145,car,0,583,383,995,3.91661,1.7866,1.6975,-1.30625,-0.965211222777015,0.2614714046034469
